,Title,Published_date,Views,Likes,Dislikes,Comments
4785,"Go On, Git: Streaming Services, Instagram Live",2020-07-22,85002,2788,0,196
4786,Trump’s Coronavirus Press Briefings Are Back | The Tonight Show,2020-07-22,280268,3979,0,395
4787,David Schwimmer Grew Up Hurling Himself at Furniture to Make His Family Laugh,2020-07-21,120060,3711,0,257
4788,David Schwimmer Picks a Side on Friends’ “We Were on a Break” Debate,2020-07-21,2558526,56442,0,3510
4789,Trump’s Shocking Interview with Fox News’ Chris Wallace | The Tonight Show,2020-07-21,1849744,18241,0,3703
4790,Jim Carrey Shares His Terrifying Experience of Hawaii’s 2018 False Missile Alert,2020-07-17,1031198,29685,0,2578
4791,Jim Carrey Inherited Rodney Dangerfield’s Pot Pipe,2020-07-17,367485,7914,0,846
4792,"Thank You Notes: Everything Is Cake Memes, Face Masks",2020-07-17,313076,5762,0,497
4793,Stacey Abrams Breaks Down How to Dismantle Voter Suppression,2020-07-16,25024,560,0,237
4794,James McAvoy on if He’ll Ever Portray a Young Jean-Luc Picard,2020-07-16,166630,3610,0,294
4795,What Are You Doing Wednesdays: Confetti Cannon to the Crotch,2020-07-16,76818,2199,0,93
4796,Trump Holds Bizarre News Conference in Rose Garden | The Tonight Show,2020-07-16,1446138,16405,0,2351
4797,Rep. Val Demings Calls Out President Trump’s Response to COVID-19,2020-07-15,21693,604,0,158
4798,Rep. Val Demings Talks About Landing on Joe Biden's VP Short List,2020-07-15,37077,799,0,183
4799,Colin Jost Reveals What He Stole from Bill Murray’s House,2020-07-15,100548,1873,0,91
4800,Republican National Convention Moving Outdoors | The Tonight Show,2020-07-15,444993,4211,0,411
4801,"I Like Your Style: Firework Tents, Gas Station DVDs",2020-07-14,40456,1024,0,60
4802,Masculine Man Masks Commercial,2020-07-14,117989,3876,0,287
4803,Jimmy Fallon and The Tonight Show Return to Rockefeller Center,2020-07-14,792465,16796,0,1091
4804,Pierce Brosnan Saved Halle Berry's Life,2020-06-27,180710,2346,0,287
4805,"The Longest Days of Our Lives (Tariq Trotter, Will Ferrell, Kristen Wiig): Chapter 4",2020-06-27,143565,2768,0,245
4806,Try Not to Laugh Challenge with BLACKPINK,2020-06-27,7192194,544855,0,14065
4807,BLACKPINK: How You Like That (The Tonight Show: At Home Edition),2020-06-27,48788392,1882550,0,85445
4808,John Lithgow Finally Meets Jimmy Fallon’s Dog,2020-06-26,84532,1390,0,137
4809,Secret Service Agents Quarantine After Trump Tulsa Rally | The Tonight Show,2020-06-26,353902,5235,0,537
4810,Ben Platt Responds to Dear Evan Hansen Film Rumors,2020-06-25,257647,8121,0,616
4811,Russell Crowe’s Rugby Team Kneeled in Solidarity with Indigenous Australians,2020-06-25,112497,2123,0,249
4812,"What Are You Doing Wednesdays: Roomba Puppy, Plant Orchestra",2020-06-25,82900,1551,0,75
4813,Kenya Barris Wrote a Juneteenth Musical with Pharrell,2020-06-24,33432,513,0,60
4814,Lin-Manuel Miranda Freestyles About Random Objects,2020-06-24,173114,4647,0,177
4815,Lin-Manuel Miranda’s Hamilton “Hits Different” Depending on What Is Going on in America,2020-06-24,159128,4510,0,284
4816,Lin-Manuel Miranda Recalls His Nerve-Wracking Hamilton Performance for the Obamas,2020-06-24,211581,6051,0,371
4817,Ask the Fallons: Jimmy and Nancy's Secrets for a Strong Marriage,2020-06-24,332827,5638,0,465
4818,Mike Birbiglia Wants to Eat Play-Doh,2020-06-23,20281,348,0,32
4819,Mike Birbiglia Shares His Best Marriage Advice,2020-06-23,30614,453,0,36
4820,Chrissy Teigen Surprised John Legend with a Father’s Day Dinner,2020-06-23,54444,665,0,48
4821,Jimmy Fallon’s Favorite Zoom Excuses,2020-06-23,45532,1316,0,73
4822,Don Cheadle Spills on Working with Lebron James in Space Jam: A New Legacy,2020-06-19,37997,774,0,82
4823,Juneteenth Virtual BBQ with Astronomy Club,2020-06-19,42320,1400,0,87
4824,"Thank You Notes: Socially Distant Father’s Day, Trump Sipping Water",2020-06-19,80315,1529,0,125
4825,"Go On, Git: Donald Trump Downplaying the Coronavirus",2020-06-18,122498,3087,0,328
4826,What Are You Doing Wednesdays: Dog Walks on Its Hind Legs,2020-06-18,86214,1735,0,126
4827,Gwyneth Paltrow Reveals What Her New Intimate Goop Candle Smells Like,2020-06-17,379021,3390,0,457
4828,Headspace 2020 Commercial,2020-06-17,35227,1183,0,75
4829,Amazon’s Privacy Announcement,2020-06-17,54095,1908,0,133
4830,Martin Short Reminisces on Wild Nights Out with Paul McCartney and Lorne Michaels,2020-06-16,85701,1370,0,72
4831,The President of American Guidelines on Safe Protesting During the Pandemic,2020-06-16,22389,705,0,65
4832,Trump Delivers Commencement Speech at West Point,2020-06-16,137312,2354,0,219
4833,Kevin Bacon Thinks It's Time for Old White Guys to Shut Up and Listen,2020-06-13,119007,1671,0,254
4834,"Thank You Notes: Disneyland Reopening, Mitt Romney's Short-Shorts",2020-06-13,115589,4363,0,237
4835,How to Bathroom with Sarah Cooper (New TikTok Debut),2020-06-13,827321,7015,0,417
4836,David Dobrik Reacts to Being Called Generation Z's Jimmy Fallon,2020-06-12,1070874,44556,0,1381
4837,Anthony Mackie Got Fired from a Grocery Store for Eating Baby Food,2020-06-12,73352,2090,0,128
4838,Anthony Mackie Wants to Register One Million Men to Vote,2020-06-12,102258,3946,0,458
4839,The Mayor of a Town Delivers a Press Conference,2020-06-12,70372,1698,0,163
4840,A Cop Tackled James Blake Before the 2015 US Open,2020-06-11,66483,1499,0,168
4841,Robert De Niro Ridicules Trump’s Response to the COVID-19 Pandemic,2020-06-11,679381,7191,0,1815
4842,Jimmy's Call with Tonight Show Writer Tim Barnes Gets Interrupted by White Guilt,2020-06-11,35337,966,0,135
4843,Georgia Fumbles Its Election (At Home Edition Monologue),2020-06-11,89053,1723,0,200
4844,The Co-Hosts of Queer Eye on Microwaving Lemons and Other Life-Changing Advice,2020-06-10,216282,5005,0,202
4845,Antoni Porowski Reveals Why Tan France Is His Everyday Hero,2020-06-10,321692,7176,0,269
4846,Trump’s Approval Ratings Dip Further as He Continues Tweeting (At Home Edition Monologue),2020-06-10,192389,3276,0,443
4847,Spike Lee and Jimmy Watch His Powerful Tribute to George Floyd,2020-06-09,57121,1272,0,233
4848,John Oliver Shares His Frightening Path to American Citizenship,2020-06-09,601314,9351,0,878
4849,John Oliver Breaks Down What Defunding the Police Means,2020-06-09,695217,10920,0,1704
4850,Frozen Guy from 2009 Learns That Donald Trump Is President,2020-06-09,81013,2344,0,330
4851,Trump Plans Unity Speech as Politicians Protest (The Tonight Show: At Home Edition Monologue),2020-06-09,127797,2646,0,340
4852,How Wyatt Cenac Got HBO to Put His Show on YouTube for Free,2020-06-05,37090,598,0,42
4853,Dr. Bernice A. King Calls Out People Twisting Her Dad Martin Luther King Jr.’s Words,2020-06-05,114141,2722,0,293
4854,Sen. Bernie Sanders on Trump’s Lack of Empathy and Working to Elect Joe Biden,2020-06-05,126318,3393,0,729
4855,Sen. Bernie Sanders on Protesting and the History of Racial Police Violence,2020-06-05,94258,2737,0,434
4856,General James Mattis Criticizes Trump (The Tonight Show: At Home Edition Monologue),2020-06-05,354676,5104,0,567
4857,"Former Presidents, Evangelists and More Turn on Trump's Protest Response (The Tonight Show: At Home)",2020-06-04,190586,3254,0,382
4858,"Roy Wood Jr. on Birmingham, Alabama, Tearing Down a Confederate Monument",2020-06-04,145331,3891,0,411
4859,"Talib Kweli on Activism, the Black Agenda and Growing Up with Racism",2020-06-04,56757,1545,0,138
4860,Kamala Harris on What Gives Her Hope and Protesting with Her Parents,2020-06-04,51159,1128,0,373
4861,"Sen. Kamala Harris on George Floyd, Trump Tear-Gassing Protestors and the 2020 Election",2020-06-04,136298,3067,0,654
4862,W. Kamau Bell Slid into Jack Dorsey’s DMs for Charity,2020-06-03,50773,908,0,76
4863,W. Kamau Bell on Trump’s Church Photoshoot and Growing Up with Racism,2020-06-03,143172,2660,0,298
4864,"Phoebe Robinson on the Class of 2020, Brooklyn Community Bail Fund and Fighting Racism",2020-06-03,30233,945,0,81
4865,Phoebe Robinson Wants People to Educate Themselves on Social Justice,2020-06-03,41089,1084,0,120
4866,Kareem Abdul-Jabbar on His Lifelong Fight Against Racism,2020-06-03,101852,2155,0,188
4867,"Jane Elliott on Her ""Blue Eyes/Brown Eyes Exercise"" and Fighting Racism",2020-06-02,1376499,58762,0,4283
4868,Don Lemon Talks About the Protests Against Racial Police Violence,2020-06-02,99301,2699,0,569
4869,"Don Lemon on the Death of George Floyd, Forgiveness and Calling Out Celebrities",2020-06-02,273562,4623,0,696
4870,Jimmy Addresses Past Mistakes and Speaks to NAACP President Derrick Johnson,2020-06-02,771688,13926,0,2429
4871,7 in 7 with Sofia Vergara (Tonight Show At Home Digital Exclusive),2020-05-23,294188,5559,0,484
4872,Henry Winkler Shows Off His Official Happy Days Fonzie Jacket,2020-05-23,484001,6503,0,969
4873,Jennifer Lopez on Meeting Charli D'Amelio and the Mystery Man on Her Instagram,2020-05-23,268249,3739,0,159
4874,The Tonight Show: At Home Edition (The Thinking Tree),2020-05-23,154846,2570,0,338
4875,Steve Coogan and Rob Brydon Face Off with Michael Caine and Mick Jagger Impressions,2020-05-22,293816,2558,0,235
4876,Random Instrument Challenge with The Roots (The Tonight Show: At Home Edition),2020-05-22,150512,2393,0,138
4877,Sofia Vergara Hates When AGT Contestants Play One Specific Instrument,2020-05-22,208465,3565,0,233
4878,The Tonight Show: At Home Edition (Jimmy Celebrates 2020 Graduates with Pizza Hut),2020-05-22,162430,2805,0,277
4879,Michelle Dockery Used to Rock Out with a Teenage Metal Band,2020-05-21,85149,1166,0,93
4880,Anthony Anderson Surprises Jimmy with a Photo from the First Time They Met,2020-05-21,50308,763,0,34
4881,The Tonight Show: At Home Edition (What Are You Doing Wednesday: VR Fail),2020-05-21,107805,2159,0,145
4882,Audience Suggestion Box: Ride Jimmy's Slide (The Tonight Show: At Home Edition),2020-05-21,225991,6495,0,355
4883,The Tonight Show: At Home Edition (Jimmy Attempts #BottleCapChallenge),2020-05-20,1060544,7159,0,399
4884,Hannah Gadsby Reacts to Her Instagram Moment with Anna Kendrick and Brittany Snow,2020-05-20,157285,2948,0,203
4885,"Ben Stiller's Sweet and Funny Memories of ""Supportive Dad"" Jerry Stiller",2020-05-20,725306,10684,0,863
4886,"Cole Sprouse on Twinning His Mustache Battle, Chances of a Suite Life Reunion",2020-05-19,424764,14841,0,596
4887,Arnold Schwarzenegger Gives Classic Video Games a New Voiceover,2020-05-19,70459,2217,0,163
4888,The Tonight Show: At Home Edition (Nancy Fallon's Birthday Surprise),2020-05-19,604374,8721,0,736
4889,Stand-Up Special Trailer,2020-05-19,40124,1177,0,88
4890,"Dwayne Johnson on Daughter Joining WWE, Titan Games Bringing Sports Back",2020-05-16,277442,5160,0,228
4891,Dwayne Johnson's Mom Spent a Memorable New Year's Eve with Jimmy,2020-05-16,125003,2975,0,123
4892,Dwayne Johnson Shares Ryan Reynolds' Scene-Breaking Jokes from the Red Notice Set,2020-05-16,179649,2463,0,91
4893,The Tonight Show: At Home Edition (Show Us Your Books),2020-05-16,453137,4756,0,478
4894,"Mo Willems Gives Jimmy a ""Squillem"" Doodle Lesson",2020-05-15,70432,1416,0,117
4895,Chris Evans Explains His Dog's Bad Quarantine Haircut,2020-05-15,1217400,29898,0,1056
4896,Jarret's Room: Quarantine Reunion,2020-05-15,77255,1164,0,98
4897,The Tonight Show: At Home Edition (Hashtags: #FirstThingImGoingToDoWhenThisIsOver),2020-05-15,1755430,7073,0,640
4898,Chris and Scott Evans Take the Bro Couples Challenge,2020-05-15,1181875,36508,0,486
4899,David Spade and Jimmy Joined a Random A-Lister Filled Zoom Call,2020-05-14,281404,2868,0,179
4900,Kathryn Hahn Hides from Homeschool Kids in Her Garage,2020-05-14,62005,980,0,49
4901,Wheel of Opinions with David Spade (The Tonight Show: At Home Edition),2020-05-14,96067,2121,0,111
4902,Winnie and Franny Fallon Hijack Ethan Hawke's Interview,2020-05-13,248066,2211,0,130
4903,Ask the Fallons: Jimmy and Nancy's Wedding on Richard Branson's Island,2020-05-13,363760,5824,0,405
4904,"Jimmy Fallon, Brendon Urie & The Roots Remix ""Under Pressure"" (At-Home Instruments)",2020-05-13,3005553,75223,0,3184
4905,David Chang Drives to the Liquor Store During His Interview for Better Wi-Fi,2020-05-12,77523,934,0,69
4906,"Seth MacFarlane on How The Orville, Family Guy Might Be Different Post-Coronavirus",2020-05-12,408379,7299,0,757
4907,"The Tonight Show: At Home Edition (#Blessed #Inspired, Tariq Trotter's Irk List)",2020-05-12,282474,4561,0,462
4908,"Jimmy Reads ""Everything Is Mama"" with Daughters Winnie and Franny",2020-05-10,199904,4541,0,272
4909,The Tonight Show: At Home Edition (Barbra Streisand Calls Jimmy),2020-05-09,302013,4220,0,466
4910,Bill Murray and Guy Fieri Teach Jimmy to Make Classic Nachos,2020-05-09,284299,2542,0,167
4911,Mark Ruffalo Pitches New Avengers Hulk Movie,2020-05-09,153926,4369,0,239
4912,Blame Bill Hader for Pete Davidson Becoming The King of Staten Island,2020-05-08,966970,15661,0,735
4913,What Am I Saying? with Queen Latifah,2020-05-08,71182,1785,0,103
4914,The Tonight Show: At Home Edition (Hashtags: #QuarantineMomQuotes),2020-05-08,370879,5297,0,313
4915,Jimmy Fallon Surprises Six Frontline Working Moms in Partnership with Samsung,2020-05-08,61126,2102,0,238
4916,"The Tonight Show: At Home Edition (Face Mask the Nation, What Are You Doing Wednesday)",2020-05-07,383116,3170,0,406
4917,Search Party with Gabrielle Union and The Roots,2020-05-07,93368,1327,0,74
4918,Ask the Fallons: How Nancy Met Drew Barrymore,2020-05-06,309706,5107,0,381
4919,Ryan Reynolds Shares the Secret to Breaking Dwayne Johnson,2020-05-06,777981,7545,0,283
4920,Ryan Reynolds Talks Deadpool 3's Future in the Disney Marvel Universe,2020-05-06,591063,13621,0,795
4921,Jimmy Fallon as Nicolas Cage as Tiger King,2020-05-06,1439188,13015,0,1103
4922,"Jimmy Performs ""Teachers' Day Song"" (The Tonight Show: At Home Edition)",2020-05-06,904106,9956,0,491
4923,Ashton Kutcher and Mila Kunis Enlist Friends to Teach Their Kids,2020-05-05,2443516,31551,0,1666
4924,Voice Swap with Ashton Kutcher and Mila Kunis,2020-05-05,2401272,25195,0,750
4925,The Tonight Show: At Home Edition (Jimmy Interviews a Murder Hornet),2020-05-05,77042,1342,0,123
4926,Mick Jagger Shows Jimmy How to Quarantine,2020-05-05,1049131,7760,0,523
4927,Brené Brown on Coping with FFTs and What Life After COVID-19 Looks Like,2020-05-02,206536,3221,0,121
4928,Jimmy's Daughter Crashes Jon Hamm's Interview and Schools Him on Animals,2020-05-02,474659,4208,0,252
4929,"The Tonight Show: At Home Edition (Thank You Notes - Trolls, Homeschooling)",2020-05-02,209727,3161,0,241
4930,"The Longest Days of Our Lives (Jake Gyllenhaal, Will Ferrell, Kristen Wiig): Chapter 3",2020-05-02,370210,8758,0,661
4931,Gigi Hadid Hurt Herself Training to Be Serena Williams' Mario Tennis Partner,2020-05-01,399574,12006,0,373
4932,Inner Thoughts with Vince Vaughn,2020-05-01,58613,1497,0,77
4933,The Tonight Show: At Home Edition (Hashtags: #QuarantineABook),2020-05-01,219740,3303,0,362
4934,Gary the Dog Interviews Jeremy the Lizard,2020-05-01,91195,2665,0,167
4935,Gigi Hadid Confirms Her First Pregnancy and Shares First Cravings,2020-04-30,4734867,124291,0,4587
4936,The Tonight Show: At Home Edition (What Are You Doing Wednesday: Dads in Quarantine),2020-04-30,249984,3428,0,352
4937,"Maluma Tests Jimmy's Spanish and Talks Growing Old with His ""ADMV""",2020-04-30,396430,10754,0,462
4938,Shailene Woodley Gives Jimmy a Fitspo-Worthy Handstand Tutorial,2020-04-30,172528,2767,0,236
4939,Billie Eilish Inspired Billy Porter's Showstopping Mechanical Hat,2020-04-29,42258,713,0,54
4940,Ricky Gervais Chooses Beer and Wine Over Toilet Paper in Quarantine,2020-04-29,440356,5499,0,412
4941,The Tonight Show: At Home Edition (Ask the Fallons - Nancy and Jimmy on Fertility Hurdles),2020-04-29,778771,10563,0,909
4942,Hey Robot with Ricky Gervais,2020-04-29,249567,4180,0,216
4943,Jimmy Helped Alessia Cara Manifest Her Dream to Voice a Character in an Animated Movie,2020-04-28,73068,1885,0,108
4944,Kate Hudson Confronts Jimmy About Almost Dating During Almost Famous,2020-04-28,921812,10255,0,1170
4945,"The Tonight Show: At Home Edition (Go On, Git: Stanley Tucci's Sexy Negroni Mixing)",2020-04-28,253708,4334,0,568
4946,"Jimmy Performs ""Starting to Crack"" (The Tonight Show: At Home Edition)",2020-04-28,507167,6658,0,447
4947,Charli D'Amelio and Jimmy Debut Pet Duet TikToks,2020-04-25,439787,10379,0,424
4948,Lester Holt's Grandkids Continue the Family News Tradition in Quarantine,2020-04-25,175023,1353,0,55
4949,Quarantine Confessions with the Jonas Brothers,2020-04-25,1610697,36746,0,745
4950,The Tonight Show: At Home Edition (Thank You Notes - Insane Clown Posse),2020-04-25,251490,4158,0,574
4951,Rhett & Link Physically Connect with Jimmy Using a Talking Stick,2020-04-24,299924,12263,0,486
4952,The Tonight Show: At Home Edition (Hashtags: #QuarantineQuotes),2020-04-24,252364,3690,0,263
4953,Alex Rodriguez & Jimmy Socially Distance While Eating Spicy Wings w/ Sean Evans (Hot Ones),2020-04-24,763319,13769,0,803
4954,Homeschooling with Nick Thune,2020-04-23,59152,1112,0,44
4955,Dr. Jane Goodall on How Disrespect for Nature Fueled the Coronavirus Pandemic,2020-04-23,84730,2616,0,219
4956,LL Cool J Plays His Furious 5 Challenge with Jimmy,2020-04-23,64640,1614,0,100
4957,Beastie Boys' Adrock Kicked Off LL Cool J's Career and Laid the Beat on His Debut,2020-04-23,164935,2691,0,294
4958,Russell Westbrook Blew Off Meeting Michael Jordan to Play Ball,2020-04-22,403502,7305,0,663
4959,Pierce Brosnan Saved Halle Berry from Choking During a James Bond Love Scene,2020-04-22,431060,3351,0,286
4960,The Tonight Show: At Home Edition (Ask the Fallons - Childhoods and Dating Advice),2020-04-22,917770,13618,0,1281
4961,Jimmy and Magician Dan White Read YOUR Mind at Home,2020-04-21,217515,4328,0,0
4962,Megan Thee Stallion Reacts to Janet Jackson's #SavageChallenge,2020-04-21,1233686,26386,0,1427
4963,Melissa McCarthy and Octavia Spencer Are Lifelong Friends-Turned-Superheroes,2020-04-21,423196,5829,0,262
4964,BFF Showdown with Melissa McCarthy and Octavia Spencer,2020-04-21,162966,3592,0,237
4965,"Jimmy Fallon & The Roots Perform ""Safety Dance"" with First Responders | One World: Together At Home",2020-04-19,840476,12381,0,412
4966,Rose Byrne Shows Jimmy How to Make Her Favorite Quarantine Cocktail,2020-04-18,357619,3569,0,294
4967,Hugh Jackman Teaches Jimmy How to Bake Homemade Challah Bread,2020-04-18,988142,14425,0,818
4968,"The Longest Days of Our Lives (Matthew McConaughey, Will Ferrell, Kristen Wiig): Chapter 2",2020-04-18,843222,16210,0,1304
4969,"The Tonight Show: At Home Edition (Thank You Notes - Drake's ""Toosie Slide"")",2020-04-18,541386,6891,0,511
4970,Aretha Franklin Made Kelly Clarkson Cry for the Best Reason,2020-04-17,248088,3712,0,241
4971,Trust Shots with Dude Perfect,2020-04-17,2307591,46777,0,1056
4972,The Tonight Show: At Home Edition (Hashtags: #QuarantineATVShow),2020-04-17,929778,9902,0,671
4973,The Tonight Show: At Home Edition (Snack Time and What Are You Doing Wednesday),2020-04-16,840111,11076,0,752
4974,Millie Bobby Brown Introduces Her Adorable Poodle Pup,2020-04-16,703065,28024,0,893
4975,Pharrell Williams on Race and Misconceptions About COVID-19,2020-04-16,124592,2392,0,221
4976,"Know Your Bro with J.J., Derek and T.J. Watt",2020-04-15,377170,6488,0,211
4977,J.J. Watt Reacts to His Brothers Derek and T.J. Teaming Up on the Pittsburgh Steelers,2020-04-15,253695,3948,0,346
4978,Jimmy Does a Freestyle Cajun Rap to Michael Shannon's Drum Solo,2020-04-15,74927,1371,0,104
4979,The Tonight Show: At Home Edition (Ask the Fallons - How Jimmy Proposed to Nancy),2020-04-15,988433,11897,0,915
4980,Kenan Thompson on Making SNL At Home and His Trolls World Tour Rap Debut,2020-04-14,218080,2539,0,170
4981,Gwen Stefani Gives Blake Shelton a Quarantine Haircut,2020-04-14,7192863,55778,0,3685
4982,"Celebrity Quiplash with Kenan Thompson, Whitney Cummings and Melissa Villaseñor",2020-04-14,241787,3290,0,261
4983,The Tonight Show: At Home Edition (Steve Higgins Shows Off His Zoom Backgrounds),2020-04-14,277597,4315,0,340
4984,Andrew Rannells Delivers a Message to Jimmy from Nicole Kidman,2020-04-11,234715,3264,0,244
4985,Kerry Washington Shares Childcare Life Hacks for Quarantine,2020-04-11,90595,1178,0,56
4986,Tariq Trotter's Irk List: Quarantine Edition,2020-04-11,94774,2035,0,142
4987,The Tonight Show: At Home Edition (Thank You Notes - Bernie Sanders),2020-04-11,610532,8525,0,651
4988,Anna Kendrick Reveals Her Social Distancing Lego Obsession,2020-04-10,739250,12570,0,1015
4989,"Mike D and Adrock on Beastie Boys Feminism, Adam Yauch's Hornblower VMA Disruption",2020-04-10,278390,4497,0,652
4990,Jimmy and Questlove Fan Boy Out Interviewing Mike D and Adrock,2020-04-10,179479,2482,0,268
4991,The Tonight Show: At Home Edition (Hashtags: #MyQuarantineSuperPower),2020-04-10,850416,11480,0,760
4992,"Jimmy Fallon, Sting & The Roots Remix ""Don't Stand So Close to Me"" (At-Home Instruments)",2020-04-10,2702677,48984,0,1790
4993,Dua Lipa Totally Owns Dance-Crying Music for the Self-Isolation Era,2020-04-09,449757,10277,0,447
4994,Taraji P. Henson Reacts to Fan TikToks of Her Iconic Movie Lines,2020-04-09,85261,1351,0,93
4995,Technical Difficulties Leave Taraji P. Henson Frozen with Blue Balls,2020-04-09,75809,1842,0,101
4996,The Longest Days of Our Lives (Will Ferrell and Kristen Wiig): Chapter 1,2020-04-09,1994598,32744,0,1800
4997,"The Tonight Show: At Home Edition (Jimmy Talks to the Mirror, What Are You Doing Wednesday)",2020-04-09,676357,8591,0,710
4998,Jimmy's Daughter Loses a Tooth While He Interviews Russell Wilson and Ciara,2020-04-08,1659971,30026,0,714
4999,Justin Timberlake Trolls Anna Kendrick in a Music Video Perfect for Social Distancing,2020-04-08,373953,3960,0,139
5000,Justin Timberlake and Jimmy Talk Inception Mugs and Wedding Improv,2020-04-08,188547,2683,0,140
5001,Justin Timberlake Revisits the History of His Bromance with Jimmy Fallon,2020-04-08,1287572,12228,0,612
5002,The Tonight Show: At Home Edition (Ask the Fallons - House Slide Origin Story),2020-04-08,856206,10022,0,813
5003,Quarantine Remix with Justin Timberlake (The Tonight Show: At Home Edition),2020-04-08,766468,19101,0,572
5004,Andy Cohen Shares His COVID-19 Experience,2020-04-07,297649,3478,0,304
5005,Lady Gaga and Jimmy FaceTime Tim Cook to Fundraise for One World: Together at Home,2020-04-07,451369,10024,0,982
5006,Lady Gaga Talks Quarantining in Her Office and Doubles Down on Kindness,2020-04-07,442537,8429,0,871
5007,"Adam Sandler and Jimmy Perform ""Don't Touch Grandma"" (The Tonight Show: At Home Edition)",2020-04-07,802531,11010,0,298
5008,The Tonight Show: At Home Edition (Week 4 in Quarantine),2020-04-07,415135,5276,0,370
5009,The 11 Weirdest Food Items in Box of Lies,2020-04-04,159986,2348,0,91
5010,Rachel Brosnahan Teaches Jimmy Dog Yoga,2020-04-04,154325,2272,0,182
5011,Miley Cyrus Names Which of Her Old Hits Is Still a Banger to Her,2020-04-04,1355269,29914,0,1583
5012,Miley Cyrus Is Coming for Jimmy's Job with Her Bright Minded IGTV Show,2020-04-04,204223,3588,0,359
5013,The Tonight Show: At Home Edition (Thank You Notes),2020-04-04,1047450,12260,0,969
5014,Jessica Alba's Honest Company Is Supporting Families Impacted by COVID-19,2020-04-03,386642,4664,0,489
5015,Adam Sandler Debuts His Quarantine Song,2020-04-03,4430202,53586,0,2691
5016,Adam Sandler Shares How He First Felt About Jimmy's SNL Impression,2020-04-03,771364,9963,0,549
5017,Jimmy Talks to Gary,2020-04-03,593408,20956,0,1103
5018,The Tonight Show: At Home Edition (Hashtags: #QuarantineAMovie),2020-04-03,797008,7662,0,704
5019,Andy Puddicombe Guides Jimmy Through a Take 10 Headspace Meditation,2020-04-02,74173,1620,0,140
5020,The Tonight Show: At Home Edition (Jimmy Checks in with Lady Gaga),2020-04-02,589442,9227,0,868
5021,"Joe Biden Talks Quarantine Campaigning, COVID-19 Response (Extended Interview)",2020-04-02,163015,2320,0,1402
5022,Jonathan Van Ness Shares Quarantine Haircut Tips,2020-04-01,247443,3571,0,224
5023,Demi Lovato Shares Mental Health Tips for Surviving Social Distancing,2020-04-01,117076,4248,0,224
5024,Demi Lovato and Jimmy Paint Each Other's Portraits,2020-04-01,428342,12573,0,671
5025,The Tonight Show: At Home Edition (Ask the Fallons Returns - When Nancy Met Jimmy),2020-04-01,1865724,23016,0,2048
5026,Kim Kardashian Uses Her Criminal Justice Reform Journey to Spark Empathy,2020-03-31,199723,2843,0,507
5027,Kim Kardashian Reacts to Her Physical Fight with Sister Kourtney,2020-03-31,1894178,28154,0,2782
5028,Kim Kardashian Reveals Her Kids-Free Social Distancing Hideout,2020-03-31,299750,3626,0,345
5029,Jon Bon Jovi Writes a Song About the Coronavirus Outbreak with Fans,2020-03-31,468447,8856,0,571
5030,"The Tonight Show: At Home Edition (Monologue, Steve Higgins Checks In)",2020-03-31,482468,10501,0,960
5031,Funniest Mad Lib Theater Lines,2020-03-28,784384,21857,0,489
5032,"The Tonight Show: At Home Edition (Tina Fey, José Andrés)",2020-03-28,2611392,28160,0,2921
5033,"Jimmy Performs ""Prom with Your Mom"" (The Tonight Show: At Home Edition)",2020-03-27,240899,5078,0,292
5034,"The Tonight Show: At Home Edition (Alec Baldwin, 5 Seconds of Summer)",2020-03-27,1472233,26208,0,2409
5035,The Tonight Show: At Home Edition (Niall Horan),2020-03-26,1216608,39857,0,2203
5036,The Tonight Show: At Home Edition (John Legend),2020-03-25,2831058,33626,0,3218
5037,"The Tonight Show: At Home Edition (Trevor Noah, DJ D-Nice)",2020-03-24,1866379,34698,0,3170
5038,Best of BTS Tonight Show Subway Special | The Tonight Show Starring Jimmy Fallon,2020-03-21,2063797,150641,0,2856
5039,The Tonight Show: At Home Edition (J Balvin),2020-03-21,1669736,32162,0,2609
5040,The Tonight Show: At Home Edition (Jennifer Garner),2020-03-20,4007517,60622,0,5006
5041,The Tonight Show: At Home Edition (The First One),2020-03-18,5985511,161270,0,9445
5042,"Mandy Moore Forgives Her ""Candy"" Cassingle Past, Teases Directing This Is Us",2020-03-13,471557,5617,0,473
5043,Dane DeHaan Punches Jimmy Fallon in the Face,2020-03-13,349976,9476,0,639
5044,Hashtags: #KidQuotes,2020-03-13,1525659,21620,0,938
5045,Jimmy Had The Players Championship Golfers Secretly Drop Funny Words into Interviews,2020-03-13,215804,3309,0,79
5046,"Dr. Oz Shows Jimmy Surgical Handwashing Tips, Ways to Slow Coronavirus Transmission",2020-03-13,639685,11862,0,1260
5047,Jimmy Performs Tonight Show Monologue for Empty Audience,2020-03-13,3507538,83542,0,4562
5048,Isabel Hagen Stand-Up (TV Debut),2020-03-12,131666,2420,0,199
5049,Angela Bassett Ditched a Red Carpet Interview to Meet Lizzo,2020-03-12,74469,1396,0,108
5050,"Sen. Bernie Sanders on the Trump Administration's Coronavirus Missteps, Greed, Grandkids",2020-03-12,358014,12101,0,1953
5051,"Sen. Bernie Sanders on Super Tuesday 2.0, Biden's Chances vs. Trump, Food-Fight Debates",2020-03-12,625198,19487,0,4484
5052,Charli D'Amelio Breaks Down TikTok Fame and Teases Upcoming Tour,2020-03-11,19174513,519286,0,31625
